t,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39
1544,0.9031854,1.051311,2.6741471,10.026517,1.8818562,1.1923602,0.82217914,0.91937625,6.8810706,1.1751326,-2.8382933,1.2357668,7.071671,0.03389791,-7.0797205,0.98702955,0.0030544407,8.502415,7.1573944,0.77892494,4.572581,7.9819255,1.6481955,-4.8610573,0.6415025,0.7211705,6.8895254,1.1474978,-4.003255,4.197755,4.6593075,1.9806386,5.365335,4.267766,-4.428885,2.0808764,0.6187471,1.7927355,8.267552,-1.0743918
1545,1.5891201,1.6437398,3.502565,9.957064,1.1571964,0.8356651,1.1543717,1.5498146,6.9140835,0.18721579,-2.5047095,0.7183049,7.195666,-2.2138255,-5.993844,0.786327,1.1097153,8.655145,7.0640554,-0.23031838,4.7499843,7.9085813,-1.6660903,-4.216694,0.745799,1.5098792,6.923843,-0.16234885,-3.486659,3.5005593,5.966965,2.662706,5.2768745,2.6996634,-4.3075213,2.863818,1.7805662,2.4154918,8.027617,-0.9615248
1546,2.1608014,2.4070358,4.496088,9.577705,-0.012112848,0.93625903,1.5428296,2.2596557,6.8085427,-0.81405526,-1.8907976,0.26062852,7.2198825,-3.7061176,-4.298775,0.012470868,1.7283858,9.072656,6.169339,-1.1401324,4.873303,7.3559504,-4.2876043,-2.554796,0.2972956,2.0970922,6.854082,-1.438735,-2.769016,2.602802,6.9949985,3.55461,4.707156,1.185667,-3.903843,3.015173,3.0964015,3.2590244,7.5601673,-0.8813402
1547,2.6317325,3.3791826,5.608223,8.613106,-1.3405137,1.5180705,2.0563347,3.0135105,6.4676256,-1.7162042,-0.99977785,0.03453841,7.2439985,-4.325981,-2.1938133,-0.53051776,1.8508147,9.532805,4.7379622,-1.870168,4.914781,6.5169797,-5.8502464,-0.33659866,0.16094732,2.4548836,6.6671467,-2.4928577,-1.7948244,1.8214437,7.718695,4.481395,3.5130718,-0.03575284,-3.3608224,2.6932757,4.374539,4.2730393,6.7254214,-0.9199606
1548,2.9946775,4.591764,6.6726575,6.794663,-2.4888415,2.3300478,2.8541193,3.7531404,5.791544,-2.4040098,0.054452524,0.21015501,7.2646084,-4.1450357,-0.06321837,-0.4466374,1.8635427,9.857557,3.0177734,-2.3004224,4.83944,5.61565,-6.402499,1.7645106,0.87922966,2.8429024,6.3014874,-3.2050738,-0.6285801,1.4843018,8.205329,5.0623064,1.7551892,-0.6692714,-2.805122,2.1506553,5.48436,5.3373585,5.3871546,-1.0722321
1549,3.1910572,6.0044475,7.330865,4.0361342,-3.1526628,2.8855631,4.0090013,4.388434,4.69103,-2.8023183,1.0514086,0.86705333,7.1923842,-3.4229455,1.7069948,0.20642108,2.0896828,9.9788475,1.1751997,-2.325603,4.6380773,4.8002443,-6.2614217,3.1885693,2.4071858,3.3490481,5.624281,-3.5741282,0.5261665,1.7857643,8.585194,4.871632,-0.17107865,-0.53857917,-2.313067,1.6140057,6.369695,6.2185216,3.4985433,-1.2138174
1550,3.170687,7.4275064,7.0722904,0.69595844,-3.1199343,2.7772138,5.306013,4.797462,3.1518927,-2.8899312,1.7505091,1.9119147,6.938339,-2.5188444,2.943997,1.1989434,2.62553,9.825589,-0.6604274,-1.88548,4.365414,4.1021633,-5.7766905,3.7435873,4.3424897,3.8191931,4.5065656,-3.6573312,1.4042288,2.6961048,8.908033,3.658872,-1.6754538,0.17705007,-1.8310733,1.2242926,7.0334606,6.6169157,1.2161729,-1.1384945
1551,3.0423186,8.570062,5.5332837,-2.3338919,-2.415063,2.1161218,6.363748,4.884277,1.325965,-2.6827812,2.0211952,3.1028154,6.499556,-1.7264346,3.7035418,2.3683558,3.42001,9.24282,-2.3324223,-1.0099589,4.1649103,3.4605436,-5.2066784,3.5463321,6.2240114,4.0276,2.9563265,-3.512002,1.8036371,3.9679782,9.010397,1.5051858,-2.289531,0.97483236,-1.2576567,1.0474036,7.520726,6.2983236,-1.0737864,-0.70159614
1552,3.09781,9.226773,2.8573577,-4.0947876,-1.5129621,1.4548113,7.02374,4.5854907,-0.48644793,-2.2169187,1.9248363,4.188847,5.964077,-1.1662856,4.1409893,3.66372,4.3317685,8.027704,-3.6675467,0.09372441,4.217242,2.770698,-4.7044125,2.82894,7.710503,3.8232229,1.1996707,-3.1711307,1.6932551,5.2285585,8.590314,-1.1043961,-1.8705577,1.442331,-0.6120371,1.0915482,7.889759,5.208529,-2.9208922,-0.008057671
1553,3.5335815,9.312794,-0.327104,-4.1582694,-1.0469961,1.0869719,7.4067216,3.861257,-1.9687349,-1.5693152,1.6793375,5.0435953,5.4367104,-0.8179404,4.39519,5.069777,5.096951,6.049251,-4.5355353,1.0197006,4.5909386,1.9358491,-4.3168526,1.7966627,8.643029,3.2370398,-0.40041417,-2.6640298,1.2394814,6.163123,7.487255,-3.4389935,-0.65770376,1.647284,-0.0032736561,1.3343256,8.166372,3.480941,-4.0418787,0.5622498
1554,4.1719174,8.775172,-3.1923616,-2.6657116,-1.0703467,0.8649198,7.643851,2.78937,-2.912182,-0.89242154,1.5223936,5.684601,4.96122,-0.61525875,4.5516095,6.5178604,5.303474,3.4328425,-4.8611603,1.3342677,5.1317563,0.9547514,-3.9677677,0.59946907,9.027573,2.5039175,-1.5626425,-2.0497134,0.71171385,6.6853595,5.8548007,-4.971305,0.7776693,1.985962,0.51255614,1.7424678,8.315612,1.3669385,-4.3575096,0.62577426
1555,4.615076,7.7327943,-5.038945,-0.2290955,-0.97242075,0.73597044,7.7860117,1.5654666,-3.266098,-0.36148182,1.5712026,6.19556,4.505237,-0.50428796,4.6538906,7.8381867,4.519505,0.7335566,-4.6200924,0.8860468,5.5722947,0.012834681,-3.4997258,-0.60398704,8.978276,1.9227633,-2.2457438,-1.400428,0.3334437,6.9162526,4.003116,-5.658557,1.8096257,2.6873417,0.9490525,2.2618756,8.248159,-0.8081359,-3.8510926,0.14347047
1556,4.691731,6.5439463,-5.677551,2.2367392,-0.208767,0.8673854,7.8558908,0.35525262,-3.0892768,-0.06613225,1.79443,6.6460414,4.002756,-0.44909748,4.722808,8.788925,2.6360297,-1.1652108,-3.960913,-0.027167138,5.781418,-0.60160977,-2.8244715,-1.6034034,8.661438,1.654376,-2.5980048,-0.7621738,0.21402486,7.0207977,2.1613925,-5.735456,2.087161,3.6256068,1.374783,2.8183913,7.8655124,-2.6659648,-2.5502126,-0.48998743
1557,4.611422,5.491089,-5.438981,4.031378,1.2396227,1.311919,7.8222075,-0.7567812,-2.4661434,0.03499509,2.0951867,7.063156,3.402351,-0.41802818,4.7703505,9.173036,0.13956742,-1.5799503,-3.2411904,-0.91572475,5.823298,-0.72939175,-2.0284908,-2.2197883,8.244759,1.6524403,-2.7922602,-0.15516672,0.37880972,7.0900564,0.42776102,-5.382565,1.6127428,4.5095015,1.9377229,3.3417451,7.1180673,-3.886015,-0.7056462,-0.70931023
1558,4.6534767,4.571393,-4.799162,4.9520297,3.0745873,1.9588212,7.554196,-1.6941321,-1.4909558,0.08717349,2.4090836,7.4368258,2.6878166,-0.37350008,4.8101616,8.962926,-2.1145084,-0.50161654,-2.6752942,-1.4819742,5.789224,-0.42112777,-1.2990856,-2.4180462,7.8487897,1.7618717,-2.923236,0.39984408,0.8141848,7.1162367,-1.14764,-4.612431,0.65044075,5.093863,2.8061202,3.7639143,6.0219736,-4.3759427,1.16596,-0.16886954
1559,4.8487678,3.6135612,-4.105648,5.120602,4.994235,2.6735537,6.8781867,-2.3640196,-0.31881776,0.27282724,2.7485514,7.7293487,1.8709798,-0.27154437,4.8635263,8.311842,-3.4787273,1.4657902,-2.1166615,-1.6463046,5.721006,0.151932,-0.7872492,-2.300839,7.5277214,1.8444898,-3.0111527,0.86830395,1.4808296,7.0167594,-2.483031,-3.3656914,-0.37022495,5.27928,4.0218277,3.9835763,4.641387,-4.294334,2.5516596,1.0839666
1560,4.999709,2.4562833,-3.5087428,4.7376976,6.7890725,3.318095,5.681793,-2.7066538,0.8156029,0.7251544,3.1780958,7.876916,0.9744338,-0.07027819,4.959882,7.4452934,-3.8398747,3.5380094,-1.3517091,-1.4523414,5.660996,0.7932016,-0.5404752,-2.015929,7.2876406,1.8316716,-3.0459747,1.209948,2.306937,6.686171,-3.4606473,-1.6940445,-0.98161983,5.1540146,5.411314,3.857812,3.1027699,-3.8897321,3.2186327,2.7215707
1561,4.876359,1.0785776,-2.9946842,3.983813,8.300445,3.7213218,4.0055375,-2.7267897,1.672906,1.4685526,3.756002,7.781368,0.025163477,0.25380704,5.1344204,6.541855,-3.4816532,5.1774926,-0.3694603,-1.050517,5.654295,1.350044,-0.5201677,-1.6807578,7.115386,1.7152189,-3.017957,1.3973264,3.190436,6.0646157,-4.0026875,0.1360341,-0.8717937,4.9616885,6.6684504,3.2530668,1.6431915,-3.350291,3.2445753,4.351608
1562,4.349118,-0.3482718,-2.4754326,3.0449548,9.402062,3.72072,2.089226,-2.4779713,2.1259112,2.423917,4.4927135,7.3049116,-0.93545634,0.6805178,5.422623,5.6868,-2.7794197,6.2312126,0.6873467,-0.61401457,5.711017,1.7435162,-0.6529177,-1.3629153,6.995686,1.5199926,-2.9256945,1.4298334,4.0239406,5.182572,-4.1455355,1.7455288,-0.0059178253,4.9591312,7.509069,2.1340568,0.5969875,-2.78151,2.8858297,5.6904216
1563,3.426021,-1.5407579,-1.9007566,2.1430933,10.055691,3.2538176,0.30954635,-2.0462852,2.2199106,3.4655664,5.327069,6.291621,-1.8348976,1.1154915,5.8435507,4.8959703,-2.0153062,6.799791,1.6730613,-0.24199575,5.807771,1.9538311,-0.8655322,-1.0936829,6.91595,1.2829632,-2.773214,1.334777,4.728455,4.1448913,-4.019549,2.8478756,1.4389611,5.2797456,7.7078853,0.64891917,0.25915086,-2.2351687,2.4250655,6.6357017
1564,2.2289822,-2.260874,-1.3190581,1.4786876,10.3464155,2.3986285,-0.98629314,-1.5474247,2.1230834,4.4863987,6.0986376,4.635724,-2.5502706,1.3809899,6.367142,4.1743503,-1.3391619,7.0585933,2.5147612,0.04754408,5.914285,1.9932083,-1.0964526,-0.8850081,6.866039,1.0427425,-2.5668144,1.1578429,5.271666,3.0749686,-3.761236,3.346654,3.2133913,5.8907146,7.049466,-0.86522424,0.6886288,-1.685732,2.0712883,7.227254
1565,0.9316177,-2.412399,-0.8306268,1.1355653,10.417037,1.3325776,-1.6173906,-1.0969149,2.0072615,5.429261,6.543263,2.3975756,-2.8947692,1.2833961,6.8886223,3.5788572,-0.7921747,7.1579213,3.2052202,0.27361196,6.007807,1.8882617,-1.2969571,-0.7388904,6.837359,0.83511937,-2.315346,0.9503911,5.6629114,2.0701702,-3.4502397,3.2974548,5.062258,6.5739155,5.371167,-2.0048852,1.5891788,-1.0193123,1.9404737,7.5505466
1566,-0.30099565,-2.0262282,-0.48456526,1.0714389,10.375228,0.26968113,-1.5846586,-0.7490769,1.9659185,6.2716384,6.3667307,-0.09235392,-2.664006,0.79121083,7.265451,3.2342143,-0.34899575,7.19736,3.7649958,0.45669994,6.0736246,1.6733657,-1.4305553,-0.64991945,6.8225174,0.6899859,-2.0324914,0.7588081,5.9350295,1.1901503,-3.1029255,2.8407643,6.7261047,6.9254284,2.7664032,-2.4785743,2.4257035,-0.15087207,2.0705552,7.658136
1567,-1.3397493,-1.2103003,-0.22483157,1.2033187,10.267712,-0.5923419,-1.0181427,-0.46197,2.0255773,6.9900613,5.3916,-2.285492,-1.8149273,0.19318646,7.4315515,3.240542,0.034445684,7.2313056,4.213183,0.60570854,6.1028414,1.3892362,-1.4730892,-0.60445696,6.8156667,0.6275349,-1.7380232,0.6174188,6.126023,0.46655765,-2.6984782,2.1624434,7.9772687,6.5141997,-0.22623253,-2.230498,2.808267,0.8500249,2.4421778,7.541275
1568,-2.1046534,-0.12739667,0.07885476,1.490099,10.103377,-1.1277257,-0.12298234,-0.13208461,2.1999247,7.538722,3.6767645,-3.6911232,-0.6618928,-0.054170854,7.4655604,3.5422552,0.3901139,7.279562,4.557301,0.7189855,6.092381,1.081514,-1.4139149,-0.5798328,6.8132668,0.6540087,-1.4559194,0.54491735,6.267224,-0.08362317,-2.2121825,1.4633313,8.720621,5.1929913,-2.7921987,-1.5057412,2.8016727,1.8324925,3.0113308,7.1489134
1569,-2.5771887,1.01815,0.5596314,1.9454131,9.870244,-1.3277829,0.8781156,0.3335434,2.5132399,7.84545,1.5019257,-4.126585,0.25177163,0.2503944,7.5018954,3.9441319,0.73030835,7.3402944,4.795018,0.7910978,6.046379,0.7966311,-1.2572459,-0.5461577,6.8148265,0.758777,-1.2093365,0.54429245,6.3791585,-0.45100582,-1.6416593,0.9178319,9.04295,3.2253413,-4.3421316,-0.7902465,2.7359161,2.736483,3.7053795,6.423981
1570,-2.7885568,2.0157492,1.2989825,2.598956,9.531083,-1.298614,1.8118055,0.97842675,2.9821906,7.809204,-0.74973226,-3.6670587,0.5954405,0.8940533,7.6259875,4.2638097,1.0481895,7.404933,4.921007,0.8196189,5.976302,0.5751985,-1.0217693,-0.47170064,6.8230767,0.9147046,-1.0144594,0.60605973,6.473367,-0.63423425,-1.016546,0.6380823,9.122265,1.0663022,-4.751452,-0.5032757,2.764926,3.6174862,4.4007254,5.3323274
1571,-2.782963,2.6963964,2.306448,3.458194,9.006687,-1.2050583,2.5959256,1.8128208,3.5854197,7.307444,-2.6973586,-2.4941454,0.5114881,1.5439845,7.8723574,4.4307275,1.3226899,7.467273,4.9353585,0.8086589,5.8982506,0.44558436,-0.737021,-0.3303327,6.843087,1.0825741,-0.87595135,0.71372074,6.556971,-0.6436824,-0.3893038,0.66460454,9.09014,-0.8852984,-4.152709,-0.68628824,2.7824092,4.544537,4.93863,3.8855438
1572,-2.5847943,2.9747982,3.5182643,4.487831,8.160942,-1.1920859,3.2244086,2.8440602,4.2332387,6.236532,-4.051922,-0.92179114,0.44869545,2.0775487,8.233428,4.452386,1.5289005,7.5243726,4.849741,0.7687641,5.8282213,0.4205589,-0.43684837,-0.10779153,6.880245,1.2185228,-0.78564817,0.8495618,6.636629,-0.5031532,0.18508272,0.97794276,8.9726925,-2.3494718,-2.7514203,-1.0088114,2.6811957,5.506523,5.1541553,2.1704028
1573,-2.2001352,2.883912,4.809814,5.5831513,6.815899,-1.3142878,3.7036855,4.0730987,4.737381,4.58363,-4.7073116,0.56343395,0.7767213,2.605497,8.657161,4.3205285,1.652811,7.5765877,4.6879597,0.7140838,5.777726,0.4979684,-0.15213451,0.19600613,6.9375257,1.2822989,-0.7242676,0.999169,6.7199783,-0.24698631,0.6681327,1.5165131,8.72648,-3.1672308,-0.8632368,-1.0464032,2.5357523,6.407425,4.8967924,0.38437012
1574,-1.6682106,2.583722,6.0374103,6.52349,4.837534,-1.4895507,3.9873195,5.4396777,4.8121743,2.5084302,-4.7429104,1.4905123,1.541636,3.296362,9.055472,3.9585886,1.7068596,7.6320443,4.479013,0.6577775,5.7519712,0.6644733,0.0946841,0.5690659,7.0128765,1.2443728,-0.66477466,1.1543121,6.814703,0.08617148,1.0466053,2.1961286,8.312972,-3.3408291,1.0800542,-0.56702864,2.523572,7.1439962,4.0672245,-1.1727512
1575,-1.117796,2.2899506,7.1024175,6.9602375,2.2983496,-1.5104114,3.9949868,6.7561173,4.1836762,0.40225798,-4.3314047,1.6787255,2.5246222,4.2740345,9.290863,3.2407184,1.7438416,7.7114286,4.2423987,0.6076462,5.751094,0.9007022,0.2918898,0.99210584,7.0975866,1.0909786,-0.5762928,1.3150576,6.9266667,0.45938295,1.3294884,2.9312062,7.7455263,-3.0373034,2.698698,0.40078473,2.7557726,7.633499,2.6797009,-2.1889927
1576,-0.7202394,2.1339097,7.9752483,6.5332203,-0.39823917,-1.1814696,3.7676883,7.7529716,2.8149683,-1.182242,-3.6908631,1.313766,3.4551713,5.5907693,9.139947,2.0639448,1.85299,7.849963,3.9692588,0.56467164,5.773077,1.1862816,0.43763348,1.4436451,7.1763053,0.82688326,-0.42847976,1.4920876,7.058495,0.84002376,1.5383011,3.6525168,7.0809507,-2.496403,3.8251312,1.6991645,3.2295682,7.757843,0.91448134,-2.4556777
1577,-0.5247891,2.1057026,8.645799,5.094947,-2.635153,-0.57134575,3.5653234,8.266676,1.0101541,-1.805721,-3.055086,0.7544279,4.165307,7.156223,8.278414,0.47236305,2.0943449,8.099192,3.6140785,0.52533555,5.8163495,1.5035206,0.53705746,1.9037453,7.229059,0.47550693,-0.196994,1.70903,7.209119,1.1978521,1.697416,4.3151402,6.3823686,-1.9177619,4.4949455,3.1816406,3.8600748,7.3391294,-0.88916796,-1.9467723
1578,-0.36835665,2.1645613,9.077267,2.8506331,-3.9144824,-0.092037395,3.6142557,8.320615,-0.7773694,-1.3792881,-2.5471663,0.28041083,4.612562,8.683543,6.389739,-1.217547,2.349836,8.506794,3.1286426,0.48760152,5.8805423,1.8388873,0.5987816,2.355942,7.2351274,0.07547272,0.12978834,2.002842,7.373583,1.499644,1.8283293,4.896875,5.692449,-1.411841,4.837047,4.7508097,4.4680834,6.216223,-2.330609,-0.8786154
1579,-0.021868715,2.3481996,9.216496,0.27545226,-4.0327153,-0.1256576,3.791366,8.0404415,-2.155979,-0.14626068,-2.092186,0.026426483,4.851341,9.770716,3.4526598,-2.439408,2.2577238,9.02534,2.5638165,0.46057525,5.964644,2.1813304,0.6320273,2.7877853,7.177856,-0.3271113,0.5444273,2.4192991,7.541164,1.7031535,1.9483519,5.39264,5.0286975,-1.0122805,4.983847,6.3142605,4.7443852,4.410361,-3.11839,0.304921
1580,0.58817637,2.7298164,9.002727,-2.0793922,-3.0039592,-0.558495,3.8148665,7.619394,-2.8739338,1.4613937,-1.5128735,0.032719247,5.009668,10.092357,-0.012956318,-2.588733,1.5698056,9.448614,2.154338,0.46008116,6.064374,2.518529,0.6452815,3.1907516,7.0487475,-0.689579,1.017966,3.0018659,7.6893992,1.7544352,2.0725653,5.8097286,4.3909984,-0.70813143,5.0361342,7.7298,4.3150268,2.2850444,-3.2103345,1.161577
1581,1.3616376,3.3303137,8.36435,-3.7631097,-1.0886,-0.81748027,3.6825695,7.234594,-2.8860683,3.0031974,-0.70945793,0.2603633,5.2254624,9.546522,-3.092913,-1.3697851,0.7627371,9.613241,2.131305,0.47447395,6.171846,2.8392265,0.64613813,3.5599818,6.8490047,-0.9832982,1.5046071,3.7756953,7.773132,1.5934815,2.2172348,6.165419,3.7700346,-0.47031125,5.0618186,8.801585,2.9801624,0.51081383,-2.8267775,1.5525624
1582,2.179561,4.0926557,7.2521605,-4.6023073,1.1142042,-0.3688848,3.6610584,6.916999,-2.3610008,4.1949053,0.26251924,0.6150324,5.551125,8.255143,-5.0542564,0.7573518,0.9102983,9.622778,2.3040516,0.47299823,6.278821,3.1420474,0.64087737,3.8936107,6.587796,-1.1994069,1.9530797,4.7318892,7.712123,1.1726587,2.4006698,6.485801,3.151661,-0.26701248,5.1048603,9.348634,0.96996844,-0.264516,-2.3057609,1.651003
1583,2.99649,4.8881516,5.6800756,-4.7623754,2.8972554,0.9004527,3.9094656,6.568145,-1.5764097,4.96075,1.2668015,1.0160257,5.9288363,6.46182,-5.8544097,2.6524646,2.5777326,9.565009,2.0391884,0.48303252,6.387071,3.4296405,0.6333801,4.191688,6.2783237,-1.3473506,2.3197093,5.8178835,7.3876514,0.48773432,2.6334498,6.8033113,2.5187511,-0.070602916,5.19282,9.299775,-1.0997176,0.18846574,-1.810651,1.6880673
1584,3.812019,5.5293303,3.7281284,-4.554801,3.8181832,2.7245014,4.3499074,6.0413675,-0.7788485,5.374452,2.2006848,1.4333524,6.2454085,4.4027314,-5.9689045,3.3683522,5.186889,9.161568,0.8091274,0.6296756,6.520684,3.6806831,0.6240676,4.455529,5.933771,-1.4479035,2.5771587,6.938612,6.663912,-0.39034656,2.8911133,7.1493044,1.8574301,0.14083828,5.3411717,8.731877,-2.6168501,1.555336,-1.1754166,1.8037697
1585,4.6125855,5.7910085,1.5459945,-4.174185,3.7981997,4.6805344,4.841948,5.2049894,-0.10520028,5.5698423,3.0385158,1.862266,6.3810167,2.2462502,-5.7978263,2.696476,7.555503,8.050226,-1.21864,0.99540794,6.749904,3.8319561,0.6072967,4.688019,5.564903,-1.5248258,2.7162018,7.971943,5.443923,-1.3060277,3.0819983,7.537805,1.1765759,0.38446182,5.5566807,7.817495,-3.3401184,3.1988912,-0.14376739,2.0403996
1586,5.323281,5.4658585,-0.6047643,-3.6246848,3.0342994,6.3609962,5.3099236,4.0018344,0.415287,5.682629,3.8037312,2.2783566,6.2272325,0.15391937,-5.3658504,1.0156924,8.785251,6.3529406,-3.2614882,1.3500452,7.1704206,3.8298311,0.56469506,4.893523,5.1808376,-1.5985533,2.742155,8.79894,3.7443671,-2.0447958,3.0562313,7.94509,0.5399895,0.6714999,5.8400826,6.7298045,-3.4210768,4.5521946,1.3299552,2.3565955
1587,5.7976737,4.4782653,-2.3526886,-2.8670344,1.930806,7.50657,5.7022896,2.4841862,0.8234782,5.827246,4.52091,2.6066248,5.7169094,-1.6352326,-4.473524,-0.9725716,8.770806,4.678207,-4.718186,1.2718813,7.7300663,3.7292113,0.47337154,5.07585,4.792209,-1.68294,2.6693332,9.341377,1.7467891,-2.3780775,2.7017322,8.308346,0.082918644,0.9991344,6.1830254,5.577674,-3.1665816,5.3612933,3.08042,2.6918387
1588,5.8668275,2.9906065,-3.374047,-2.0033796,0.95371115,8.101792,5.9017034,0.80950826,1.1828758,6.094458,5.1778283,2.7178063,4.888482,-2.852275,-3.0592813,-2.5221417,8.0577,3.4512274,-5.5608435,0.59442484,8.16462,3.7162464,0.33183706,5.236338,4.410744,-1.7845448,2.5157762,9.590148,-0.21567626,-2.1199656,2.096812,8.563211,-0.03874092,1.3416475,6.555859,4.401357,-2.823255,5.6382103,4.901343,3.013921
1589,5.410054,1.3777741,-3.5985363,-1.2492793,0.37559703,8.326765,5.7440557,-0.80650586,1.510901,6.5517173,5.7061276,2.466318,3.935818,-3.3720446,-1.3847926,-3.1836007,7.313945,2.5975313,-6.011748,-0.5245213,8.179684,4.0018306,0.16279776,5.3763494,4.044553,-1.9038185,2.2985353,9.60824,-1.7511013,-1.2269362,1.5796635,8.694514,0.22573501,1.6605277,6.8987427,3.2090318,-2.5038028,5.499345,6.6398277,3.2789354
1590,4.429996,0.056387354,-3.2352495,-0.72604424,0.18992211,8.391536,5.1287265,-2.1749234,1.7165338,7.2124195,5.9904833,1.7741252,3.1631193,-3.2934566,0.16674572,-2.9365983,6.9192495,1.823393,-6.2162323,-1.8192325,7.568269,4.6810536,0.023649132,5.503032,3.6918914,-2.0375733,2.029271,9.503524,-2.557424,0.095083505,1.5872458,8.738668,0.7224868,1.9314586,7.138448,2.0175607,-2.2080855,5.069752,8.181505,3.37977
1591,3.1195993,-0.7113608,-2.6120358,-0.3832166,0.26977396,8.425697,4.0661354,-3.1917577,1.6217858,7.973126,5.923926,0.7225641,2.8371253,-2.81179,1.3722727,-2.0138803,6.8946524,0.8853879,-6.1420975,-3.0308118,6.2275763,5.673058,0.068788,5.6229057,3.32397,-2.179356,1.7103668,9.383673,-2.5419805,1.4421493,2.3369913,8.714959,1.1384857,2.1561513,7.227023,0.87224454,-1.876099,4.4769826,9.421476,3.1726754
1592,1.8376801,-0.9146686,-1.9832213,-0.11149091,0.5183588,8.470864,2.6427054,-3.8042033,1.0758057,8.601626,5.5153375,-0.4386912,3.0300558,-2.0444698,2.2080162,-0.6910887,7.03914,-0.31329122,-5.601561,-3.9272592,4.229589,6.7492294,0.58674854,5.6935434,2.8542893,-2.3084931,1.3326904,9.3163595,-1.8161536,2.4581058,3.6659303,8.559451,1.1717614,2.3569503,7.1695313,-0.16039892,-1.44248,3.8752759,10.284121,2.5795822
1593,0.9499743,-0.7372269,-1.4408373,0.1562628,0.89389116,8.50627,0.9951918,-3.9226882,0.08867336,8.8454275,4.966101,-1.42629,3.5834074,-0.99641246,2.7379346,0.7799671,7.0664625,-1.6674777,-4.390334,-4.3506293,1.9128048,7.593554,1.8618464,5.5325294,2.1407506,-2.3621006,0.88092065,9.31044,-0.5795364,3.028065,5.1756816,8.135753,0.7033156,2.570922,7.01932,-1.0195913,-0.87798464,3.4431596,10.761794,1.6639658
1594,0.663517,-0.39827353,-0.966919,0.43958315,1.3806132,8.469322,-0.67223626,-3.397319,-1.0844393,8.600498,4.5647154,-2.0886295,4.2379494,0.34131247,3.039252,2.161224,6.7238474,-2.8820937,-2.5185623,-4.286264,-0.1885141,7.881233,3.8405664,4.7974424,1.1241108,-2.2276144,0.36303264,9.319651,0.99196655,3.246698,6.4774575,7.305599,-0.13533825,2.821388,6.8481836,-1.6756157,-0.20689799,3.341899,10.902269,0.5922639
1595,0.9913024,-0.01694738,-0.52770036,0.7406516,1.9653878,8.278941,-2.0881023,-2.1474495,-1.9790165,8.012995,4.4456577,-2.425431,4.7938514,1.9109344,3.1868052,3.2425458,5.922425,-3.6434093,-0.32139552,-3.854571,-1.6178324,7.44773,5.9468894,3.2327707,0.082835115,-1.8454839,-0.13661648,9.272305,2.7697797,3.2693613,7.3197613,6.025395,-1.0407147,3.0673342,6.714878,-2.1288283,0.5024271,3.6640012,10.741531,-0.46759802
1596,1.8101448,0.42108804,-0.11717708,1.0625578,2.628202,7.870384,-3.0061984,-0.35750324,-2.1297407,7.417195,4.4864855,-2.5053527,5.156358,3.5970905,3.2367744,3.8841832,4.79145,-3.8322403,1.7282913,-3.215214,-2.23547,6.468371,7.4714704,1.0805609,-0.40882748,-1.3405973,-0.4721744,9.1244955,4.624829,3.1962328,7.595395,4.4197955,-1.7109078,3.2047784,6.644561,-2.385912,1.1634454,4.4012475,10.252041,-1.4065986
1597,2.9133701,1.0112095,0.23863839,1.4087297,3.3402925,7.225549,-3.3507857,1.521552,-1.3277225,7.0986037,4.42272,-2.425476,5.2990136,5.270348,3.199613,4.0434365,3.5911677,-3.5540469,3.3132734,-2.4867682,-2.207425,5.3578234,8.16215,-0.95438516,-0.0028788422,-0.87430394,-0.55894226,8.895416,6.3970737,3.0214415,7.319789,2.764055,-1.9890933,3.155762,6.6253643,-2.445144,1.7011912,5.440947,9.35746,-2.173678
1598,4.040166,1.8421174,0.48408726,1.772062,4.0654325,6.372806,-3.257512,3.0360513,0.3078785,7.0771914,3.977756,-2.2874722,5.2221565,6.816321,3.0367131,3.7784605,2.5713685,-3.0036888,4.374531,-1.7366674,-1.8174257,4.4614077,8.241192,-2.2683377,1.1176912,-0.40451255,-0.40341747,8.661552,7.9099383,2.6397967,6.639686,1.3724339,-1.8944243,2.9513302,6.629022,-2.3093243,2.0795238,6.5952787,7.998361,-2.7526817
1599,4.9164233,2.914633,0.5530328,2.1294053,4.7643924,5.3590784,-2.957338,3.9670742,2.4537213,7.101728,2.936002,-2.1281211,4.928146,8.139581,2.7026134,3.2399445,1.8794075,-2.3413603,5.019208,-1.0055676,-1.3039124,3.9075155,8.03006,-2.702412,2.4813712,0.21431485,-0.033408422,8.532003,8.979942,1.9260682,5.85231,0.46073335,-1.5582528,2.7100422,6.636607,-2.006757,2.3150885,7.6623282,6.1923385,-3.1419551
1600,5.3210793,4.109555,0.4240201,2.4547088,5.4017406,4.2244163,-2.6319296,4.330584,4.721616,6.7663097,1.2737564,-1.8718842,4.438937,9.159631,2.2135465,2.6327646,1.5375019,-1.6504033,5.394702,-0.32558706,-0.80500466,3.6685607,7.7413764,-2.4334476,3.6792123,1.0268464,0.5163345,8.602482,9.42634,0.86874855,5.336002,0.07756198,-1.1249179,2.5485344,6.644233,-1.5911217,2.4650352,8.48744,4.0465918,-3.3300102
