t,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39
146,4.663266,5.716602,-6.997074,4.64883,0.372123,-1.1979598,2.863315,6.820581,7.0385823,3.995704,-1.8666074,6.195469,10.348092,4.1801343,4.582526,3.324282,2.9862185,5.2899437,4.5984592,-0.49989715,-1.2604067,-0.0033242735,0.8911913,7.02415,7.995742,-0.7118969,5.508225,6.383047,-0.46150666,2.8161821,5.784177,6.3942018,4.42776,0.5187724,-0.8334359,3.294037,9.225511,-0.5919063,-1.6447642,0.4918899
147,4.969272,4.1691923,-6.1251535,5.9885783,2.2096257,-0.92404324,2.8044226,7.9964733,6.959114,1.03582,-1.5247146,5.5740085,11.811394,3.2957819,3.3228016,3.438,3.4766006,5.544798,3.6523888,-1.378625,-0.6221026,0.29508975,1.2967312,7.4694247,7.3266172,-0.90264946,5.6774497,6.496881,-0.88121134,3.07028,6.935669,6.647176,2.566257,-0.36130923,-0.40930977,3.248659,9.037797,-2.1435835,-0.57204616,0.51429474
148,5.22245,2.7742114,-5.2557096,6.197098,3.9177191,-0.99831843,2.810561,9.002672,5.6701527,-1.6922656,-1.0443475,4.9002833,12.647672,2.08354,2.4105294,3.8071048,4.1835184,5.5529776,2.383042,-1.7937431,0.0003644179,0.62690043,1.8021567,7.9761605,6.3947377,-1.1296899,5.807286,6.552166,-1.2683476,3.255167,8.149664,6.063188,0.31894904,-0.42909715,-0.041928135,3.3811233,8.596829,-3.0078664,0.89120466,0.9434273
149,5.3780923,1.3982434,-4.5372105,5.6920333,5.2142243,-1.2714921,2.800514,9.728926,3.2566686,-3.4717555,-0.6328081,4.439952,12.935615,0.83336276,2.064205,4.344663,5.003254,5.1301193,0.9786072,-1.7405035,0.46555376,1.0353358,2.4263182,8.482337,5.124708,-1.356732,5.865838,6.564249,-1.6292512,3.3323739,9.234886,4.4411397,-1.6138235,0.1469708,0.32005638,3.659782,8.001615,-3.2383645,2.3026156,1.9616348
150,5.20234,-0.07455873,-3.923725,4.776735,6.076864,-1.5012884,2.7639377,10.076678,0.30763936,-3.823184,-0.676072,4.1165333,12.884039,-0.18226898,2.2339046,5.0499554,5.730457,4.1188793,-0.26078847,-1.3363183,0.7641387,1.5087355,3.19787,8.869103,3.464914,-1.4968282,5.8123355,6.530916,-1.9681762,3.2865458,9.994684,2.0106525,-2.599573,0.80795497,0.8458492,4.066681,7.2981625,-3.060175,3.3513403,3.443984
151,4.3857493,-1.543511,-3.3150406,3.6692107,6.6053233,-1.4938747,2.7429461,10.035107,-2.3212044,-2.6662455,-1.0563852,3.6274216,12.717326,-0.68201154,2.686814,5.964911,6.074831,2.5115378,-1.0063485,-0.803437,0.99185437,2.0283446,4.1265535,8.942764,1.4462315,-1.4188548,5.629727,6.422436,-2.2771442,3.1301372,10.339544,-0.58686954,-2.3887634,1.0982425,1.5291766,4.5961695,6.4706335,-2.7341244,3.9531202,5.0588427
152,2.7931468,-2.6358204,-2.7094111,2.5759485,6.9257135,-1.1443461,2.7946045,9.682035,-3.9170458,-0.41197965,-1.1137233,3.049836,12.566601,-0.5063182,3.141142,7.006838,5.721032,0.57450294,-1.0648952,-0.3516652,1.2410926,2.603306,5.1747727,8.438369,-0.74695534,-1.0159411,5.3861547,6.185574,-2.5431309,2.891098,10.334898,-2.613261,-1.1239476,1.1321414,2.2110255,5.2053304,5.47872,-2.4445078,4.1780734,6.443207
153,0.6644441,-2.9129817,-2.237232,1.6564709,7.1446924,-0.43274906,2.951886,9.128051,-4.259207,2.0849347,-0.36935642,2.8239388,12.430612,0.15943693,3.4285142,7.9176583,4.4931927,-1.1625788,-0.54446876,-0.010594481,1.5387688,3.2657504,6.2293296,7.088594,-2.7681215,-0.3639848,5.2533174,5.766373,-2.7762434,2.5872982,10.150311,-3.5755541,0.7246485,1.4192642,2.8366814,5.789602,4.2927,-2.2508597,4.132385,7.3508725
154,-1.4368898,-2.1800723,-1.9529107,0.9636287,7.3192806,0.60851884,3.1996222,8.462497,-3.639073,4.0346727,1.1025801,3.2096846,12.243104,0.86300117,3.5465806,8.437198,2.5581605,-2.1766496,0.15229084,0.3522655,1.8848343,4.040605,7.070518,4.775739,-4.2160597,0.15347308,5.3585286,5.146082,-3.0190256,2.2037027,9.966121,-3.377933,2.5145826,2.2863529,3.466896,6.169005,2.9122646,-2.0960596,3.9010038,7.728519
155,-2.9336336,-0.6318305,-1.671302,0.5192022,7.4579873,1.9147371,3.472089,7.730015,-2.5488112,5.160453,2.9771843,4.1639543,11.858348,1.1632968,3.5790117,8.485325,0.3943783,-2.26058,0.633198,0.8162606,2.29821,4.915221,7.3630443,1.7183962,-4.7520866,0.040298894,5.5617523,4.4002204,-3.2959106,1.6935248,9.895252,-2.2230432,3.7650874,3.6012237,4.107029,6.109299,1.4167197,-1.8601925,3.5613751,7.6948175
156,-3.5385334,1.2435274,-1.1396806,0.37746027,7.5674562,3.3698373,3.664682,6.940572,-1.3704332,5.6303396,5.01934,5.515447,10.962537,0.81813675,3.634828,8.17274,-1.4976753,-1.542585,0.84008,1.3318477,2.8200295,5.8172803,6.7390223,-1.4291428,-4.1646094,-0.780367,5.5461464,3.7298534,-3.5750086,1.0169823,9.936388,-0.3970723,4.3499694,4.9644847,4.6477375,5.4213066,0.01615422,-1.4633082,3.2176344,7.4403043
157,-3.319194,2.9370873,-0.28666604,0.5471465,7.69253,4.800967,3.6499934,6.1114373,-0.26596072,5.7765274,7.130443,6.922867,9.070238,-0.072353326,3.800285,7.689527,-2.8411338,-0.31942248,1.0210274,1.8404689,3.485248,6.58734,5.0121064,-3.7843359,-2.6213186,-1.7029481,5.2431474,3.295877,-3.8265579,0.18848817,9.964815,1.8564104,4.383027,5.9932065,4.9141154,4.121313,-1.0086061,-0.9607778,2.9895651,7.1253014
158,-2.5482135,4.1629453,0.76501375,0.9541481,7.894656,6.008629,3.3050423,5.3188267,0.784419,5.929165,9.200568,7.632535,5.863264,-0.9534046,3.9985862,7.1869583,-3.5925992,1.0744466,1.4685792,2.3469222,4.2779284,6.958648,2.3987477,-4.7859173,-0.8922386,-2.02183,4.921366,3.0257006,-4.0705585,-0.7285442,9.766243,4.3258,4.0212035,6.463918,4.782811,2.5074456,-1.4791827,-0.5037254,2.9434843,6.8451385
159,-1.5151572,4.895085,1.8444272,1.51831,8.206356,6.7862897,2.5712886,4.709224,1.9004441,6.374472,10.908664,6.5262256,1.9917874,-1.1508523,4.024166,6.71195,-3.807632,2.3381405,2.3284647,2.8906758,5.093383,6.613529,-0.48020855,-4.5048437,0.19636999,-1.6616622,4.7798386,2.7223215,-4.328931,-1.6534525,9.098789,6.778884,3.3990662,6.3631372,4.3111067,1.0051628,-1.4336603,-0.18074325,3.0573702,6.6525464
160,-0.42637625,5.251126,2.8461323,2.2145379,8.607108,6.9271903,1.5304885,4.424946,3.2435107,7.308079,11.546954,3.071,-0.6944187,-0.76323986,3.9363928,6.239871,-3.5941412,3.261102,3.564613,3.5091472,5.717067,5.3626056,-2.8576534,-3.427719,0.51121265,-1.0182626,4.79736,2.255114,-4.5637784,-2.4825044,7.7797246,8.963935,2.7219422,5.869891,3.7016296,-0.10192142,-1.0584744,0.05076805,3.2748113,6.5796347
161,0.5996759,5.372786,3.7541947,3.0606298,9.001759,6.2612643,0.42080858,4.4670806,4.986957,8.643398,10.052965,-1.4677445,-0.7405123,-0.48147553,3.9294872,5.7950964,-3.1379654,3.7786198,5.034937,4.203201,5.8383307,3.3613474,-4.1876597,-2.192834,0.4872528,-0.3894709,4.903345,1.6039808,-4.673597,-3.075858,5.7993174,10.681973,2.3661797,5.188774,3.1108599,-0.7613282,-0.5448266,0.2879792,3.5648334,6.638714
162,1.4968323,5.3719096,4.614679,4.067072,9.181246,4.7403064,-0.44994652,4.624898,7.192884,9.622442,5.7326503,-4.632918,0.9625288,-0.01663913,4.043635,5.4032865,-2.6172762,3.9576502,6.5884385,4.857239,5.140723,1.1679466,-4.4024167,-1.3224094,0.49927285,0.17735527,5.048955,0.8162977,-4.5403047,-3.3027332,3.3989837,11.827561,2.7354658,4.297045,2.5590675,-1.0334823,-0.0207838,0.6021774,3.9302917,6.820315
163,2.2191682,5.3280287,5.4957786,5.170317,8.799549,2.5565264,-0.83190876,4.6241455,9.51419,8.697294,-0.31215513,-5.0986223,1.8424557,1.0798289,4.319424,4.9439526,-2.1550958,3.9070034,8.088231,5.161901,3.5271027,-0.48033443,-3.881671,-0.92278457,0.6191258,0.7261493,5.187129,-0.030782377,-4.0882077,-3.1321428,1.0142651,12.321608,3.8684475,2.9106658,2.0664482,-0.9816656,0.4459107,1.0195651,4.3924093,7.0958924
164,2.7251158,5.302859,6.445598,6.1500473,7.470342,0.23050098,-0.6572891,4.4443364,11.162708,4.837159,-4.9820647,-3.7524238,1.1787822,2.116596,4.7427244,4.2953005,-1.8170581,3.7116716,9.385076,4.7105994,1.3902665,-1.1014028,-3.1658988,-0.7579964,0.7953154,1.289434,5.265297,-0.8473592,-3.3215322,-2.6718838,-0.92232984,12.098884,5.229075,0.8537148,1.8570693,-0.66510457,0.8419491,1.5355372,4.9780636,7.418641
165,2.9753313,5.347331,7.444754,6.57819,5.0831866,-1.5128359,-0.18225048,4.370255,11.545946,-0.6892941,-5.8472915,-2.8050537,0.25025067,2.6816807,5.2816763,3.464171,-1.607769,3.423739,10.328226,3.333387,-0.45761642,-0.8075097,-2.5656695,-0.596008,0.999283,1.8761992,5.2336125,-1.5484287,-2.3186374,-2.097994,-2.1836421,11.257616,6.096927,-1.5074446,2.2617671,-0.10489774,1.1948435,2.1372035,5.7108707,7.716997
166,2.9397314,5.4921017,8.36393,5.9423504,2.1668336,-2.1819973,0.12990999,4.5492954,10.682269,-5.252612,-3.0185258,-2.9289784,-0.4021249,2.8949432,5.8388186,2.5042841,-1.4728478,3.0755205,10.8362055,1.3614463,-1.3262197,-0.16071136,-2.0595124,-0.35777152,1.2352531,2.4810798,5.0536075,-2.073273,-1.1950461,-1.5450175,-2.793256,10.106662,6.1916738,-3.4501073,3.2659311,0.82103544,1.5213126,2.8099837,6.6000648,7.881262
167,2.612338,5.7302914,8.967402,4.02669,-0.22183245,-1.9139357,0.12642539,4.8035283,9.034978,-7.2572484,1.537346,-2.580684,-0.50983584,2.9188225,6.3006725,1.492975,-1.318356,2.7065194,10.950454,-0.5362205,-1.0693936,0.37609038,-1.5621796,-0.060626097,1.5179399,3.0912623,4.7025256,-2.3965776,-0.067924984,-1.0593222,-2.9120624,8.978784,5.7301817,-4.555705,4.3816257,2.2539911,1.7851872,3.517082,7.6226354,7.755208
168,2.0382519,6.0156407,9.011086,1.2525686,-1.2134494,-1.3336358,0.057778977,5.0007396,7.219865,-7.054017,5.381652,-0.83205,-0.064503096,3.0402098,6.570159,0.5012291,-1.0505698,2.3880262,10.8040285,-1.7777572,-0.009667469,0.7577455,-1.0778556,0.26125604,1.857308,3.6867697,4.1734467,-2.5264726,0.9638743,-0.6241102,-2.7113717,8.070541,5.031111,-4.924575,5.075312,4.0898967,1.9467616,4.1930914,8.698795,7.154765
169,1.3522003,6.289225,8.398548,-1.50092,-0.69196665,-0.8852463,0.116359144,5.173763,5.628922,-5.8732104,7.4181795,1.709968,0.23997922,3.3177948,6.622356,-0.42947245,-0.6135532,2.223953,10.535174,-2.144829,1.3446457,1.1538546,-0.6479884,0.5926787,2.2577004,4.2366776,3.473542,-2.4914367,1.8292843,-0.20252948,-2.3183646,7.441739,4.27259,-4.8810215,5.1178412,6.0229535,2.0848742,4.783742,9.667017,5.9311914
170,0.7917228,6.5145435,7.2422385,-3.4934993,0.79461396,-0.43712857,0.3253783,5.3676677,4.3518233,-4.587731,7.9793057,4.0560427,-0.0064525898,3.5771043,6.5190926,-1.2306894,-0.015190127,2.3299303,10.226058,-1.7889469,2.5525472,1.6365664,-0.3105385,0.9288779,2.7217722,4.6961493,2.6229753,-2.3229868,2.4894087,0.23518717,-1.8130108,7.0760064,3.4939914,-4.699207,4.546873,7.789467,2.4362504,5.2742615,10.272586,4.079601
171,0.6057962,6.7003517,5.7489486,-4.5177298,2.4490154,0.35125333,0.68061715,5.5870414,3.323013,-3.5185866,7.7704625,5.6861305,-0.63406116,3.7750738,6.367501,-1.8340334,0.670376,2.792746,9.899046,-1.0769858,3.3955946,2.1295953,-0.082427874,1.2638111,3.250008,5.0065618,1.6566813,-2.0432575,2.938777,0.7027237,-1.2384809,6.9232154,2.665761,-4.5181527,3.486652,9.262959,3.311112,5.6417575,10.196702,1.8519775
172,0.8459663,6.905528,4.0658135,-4.7999315,3.6291437,1.5775808,1.1511691,5.786486,2.4420161,-2.6962175,7.2881174,6.5741043,-1.3158549,3.9785087,6.2458487,-2.2342713,1.3381523,3.6283166,9.537214,-0.4056418,3.8814917,2.5424483,0.055667702,1.5920334,3.8359883,5.0993886,0.62920606,-1.6647818,3.2051904,1.1994367,-0.6110993,6.915218,1.7439513,-4.346304,2.0563438,10.350462,4.953918,5.7252336,9.164646,-0.24037543
173,1.2420115,7.172387,2.2657468,-4.660135,4.0406337,3.0675547,1.7024062,5.8693843,1.6349194,-2.0552356,6.7788987,6.9090075,-1.8294667,4.220018,6.1768236,-2.4817376,1.8956249,4.771213,9.08783,-0.065318026,4.1474743,2.8674493,0.1426182,1.9118283,4.4600763,4.9057446,-0.38129324,-1.2045339,3.3475657,1.7179087,0.068902396,6.9668612,0.71065575,-4.0797973,0.40407982,10.842685,7.317904,5.091614,7.21116,-1.6308805
174,1.4542689,7.4300046,0.4603424,-4.260858,3.6975522,4.5521603,2.3639,5.7123604,0.8668503,-1.5192323,6.347311,6.898122,-2.0938048,4.4786153,6.141908,-2.6443465,2.2836263,6.0948515,8.452248,-0.17377825,4.3581977,3.171475,0.20463035,2.2238932,5.085359,4.3740773,-1.2766428,-0.705473,3.4456403,2.2543404,0.8025503,6.9736037,-0.38821566,-3.540433,-1.2014904,10.433482,9.811016,3.275626,5.075567,-2.0437615
175,1.4865217,7.567516,-1.1570148,-3.578279,2.840741,5.7978625,3.1961908,5.180829,0.13505216,-1.0388014,6.036909,6.695249,-2.1253226,4.7212358,6.100502,-2.7841296,2.4749553,7.4402285,7.502803,-0.6660324,4.6232567,3.5437376,0.2405254,2.5279787,5.659278,3.4940844,-1.9528592,-0.24748443,3.5749686,2.818027,1.5742974,6.8179603,-1.4234704,-2.579174,-2.3733928,9.062898,11.558225,0.6670832,4.0110497,-1.6727978
176,1.5902398,7.546397,-2.412981,-2.5436656,1.8820689,6.679257,4.1526313,4.151538,-0.51061535,-0.6123547,5.863903,6.397544,-1.9860388,4.930772,6.0049567,-2.9506953,2.4631693,8.646066,6.152439,-1.3373376,4.932558,4.0510507,0.23048522,2.8196597,6.122079,2.3181498,-2.3181982,0.073739626,3.7738345,3.4349763,2.3371441,6.3950005,-2.2207904,-1.2240064,-2.8093865,7.206904,12.277127,-1.3037916,4.4896774,-0.7996212
177,1.8735577,7.342242,-3.2183547,-1.2017947,1.2829784,7.2295113,4.9770284,2.6042488,-0.92915887,-0.28333434,5.819707,6.0677505,-1.7452244,5.1093235,5.810439,-3.1811402,2.2502732,9.584916,4.4446526,-1.9363492,5.1527286,4.7019086,0.16211471,3.0911772,6.420723,0.9683372,-2.3062053,0.20263888,4.026557,4.1396403,3.0066593,5.6506643,-2.6543,0.27905396,-2.4892879,5.550855,12.41216,-1.6115214,5.643103,0.45440367
178,2.2248476,6.916192,-3.5537462,0.22968823,1.3632562,7.6147065,5.2721453,0.7419024,-0.9309436,-0.07646137,5.868594,5.754374,-1.4565668,5.2698727,5.4784446,-3.499186,1.8360234,10.197246,2.5921295,-2.261215,5.1265965,5.427289,0.06425484,3.3386428,6.5227914,-0.38093585,-1.8887936,0.1829086,4.2853813,4.949181,3.4648585,4.6103344,-2.7118735,1.6118823,-1.6175174,4.502079,12.428768,-0.46731555,6.382349,1.7612151
179,2.5283864,6.2919965,-3.4788144,1.4561257,2.172943,7.97754,4.6838455,-1.0080765,-0.4587313,0.10510774,5.9748826,5.485127,-1.1513028,5.426528,4.9759445,-3.9105697,1.2092623,10.500162,0.9310832,-2.208945,4.8184915,6.112903,0.019717656,3.567266,6.4212985,-1.5464083,-1.1014882,0.16883807,4.522759,5.8262115,3.574554,3.3882446,-2.471967,2.5678895,-0.43673483,4.144637,12.509063,1.2426043,6.274068,2.68862
180,2.800108,5.559893,-3.1391656,2.2816873,3.5233383,8.246202,3.0674067,-2.1595144,0.24282138,0.4539663,6.141709,5.2364655,-0.8477151,5.586516,4.276231,-4.3933153,0.34383765,10.553298,-0.1752188,-1.7996618,4.373793,6.6727343,0.12326335,3.7827656,6.128113,-2.3916454,-0.06859826,0.36291027,4.772856,6.6551504,3.2135882,2.186013,-2.0412195,3.1187909,0.8870655,4.43602,12.653572,2.5876281,5.4275265,3.146771
181,3.1076403,4.7864904,-2.7053082,2.6867101,5.108815,8.083255,0.63502955,-2.378841,0.7509052,1.0454537,6.393983,4.932005,-0.5634782,5.746523,3.3678374,-4.8826003,-0.7909414,10.385156,-0.4417573,-1.202266,4.0183396,7.0959086,0.4086416,3.975222,5.666879,-2.8667412,1.0108819,0.9172106,5.122222,7.249429,2.3373702,1.2672211,-1.5185876,3.3705075,2.2887602,5.3396735,12.716014,2.8490236,4.2521434,3.4114056
182,3.4545853,3.970028,-2.296207,2.7666163,6.6103325,7.0722427,-1.9772203,-1.6519765,0.90155214,1.7423823,6.734499,4.4953747,-0.31507096,5.8959646,2.2721941,-5.2544146,-2.1864905,9.909372,0.23794912,-0.6989,3.8746488,7.4349003,0.82285106,4.113557,5.0743136,-3.008992,1.9303591,1.872874,5.650546,7.3719816,1.049969,0.87428176,-0.9713135,3.4782612,3.7864597,6.817652,12.2797365,1.7070658,3.385415,3.7939885
183,3.7203667,3.0728827,-1.9452657,2.6424181,7.7728095,5.0708947,-3.9689748,-0.42160115,0.9995451,2.4114337,7.126389,3.891477,-0.107446335,6.02373,1.0635455,-5.3250566,-3.7125556,8.905715,1.7060258,-0.5209976,3.8868282,7.77017,1.2734209,4.1546645,4.4035597,-2.9065697,2.5518353,3.166686,6.3520455,6.7598753,-0.370114,1.0891984,-0.3866125,3.5799465,5.440175,8.66674,10.551499,-0.47761053,3.3507442,4.4724755
184,3.6746492,2.0800748,-1.6102172,2.4216747,8.471044,2.4034967,-4.862861,0.5487738,1.3895625,3.0926895,7.4799376,3.1056821,0.07693743,6.121897,-0.12270365,-4.901981,-5.06444,7.175282,3.5293539,-0.6262296,3.9414756,8.172298,1.6807892,4.0573077,3.7207859,-2.6517425,2.8395457,4.665833,7.057424,5.2039757,-1.5376258,1.7114967,0.3413079,3.7901592,7.27574,10.194635,6.709448,-2.58912,3.8333154,5.58528
185,3.1843312,1.0720557,-1.2306615,2.2049787,8.724279,-0.32859856,-4.623005,0.7533939,2.004201,3.8995216,7.658455,2.1187246,0.28019646,6.1854634,-1.1134688,-3.901109,-5.8791385,4.8296213,5.1724005,-0.6292718,4.0106044,8.648398,1.9746317,3.7982836,3.0979116,-2.3115544,2.846638,6.191564,7.396171,2.737094,-2.1045125,2.3060472,1.2998424,4.244103,9.16082,10.021465,1.064097,-3.317995,3.6623938,6.93485
186,2.5014138,0.23697339,-0.80404264,2.0880969,8.638524,-2.5615292,-3.4046166,0.36325538,2.537561,4.885575,7.506755,0.9301369,0.55003977,6.2145414,-1.7589933,-2.444632,-5.9985867,2.36008,6.276976,-0.05581739,4.1427355,9.101697,2.0668967,3.400321,2.6045928,-1.9244703,2.681209,7.5451627,6.9075384,-0.16832311,-1.917928,2.5278597,2.4303231,5.1154203,10.631438,6.8077345,-4.050107,-2.3547664,2.5898454,7.881663
187,1.9121158,-0.31650203,-0.3757666,2.1319718,8.325914,-3.9449232,-1.4908264,0.016714152,2.8655498,5.9748363,6.8755655,-0.38593557,0.8965332,6.2265077,-1.9939897,-0.81299907,-5.58028,0.30816746,6.749975,1.2979327,4.403364,9.343388,1.8664932,2.9621444,2.2917013,-1.5122846,2.4685504,8.563468,5.3408413,-2.692938,-1.1772307,2.4591289,3.5978322,6.486432,10.739919,0.9863458,-5.946503,-1.3927726,1.6999803,8.299418
188,1.4535614,-0.60877514,0.018745223,2.3453474,7.8665633,-4.409247,0.63413954,0.26621595,3.1419969,6.983016,5.6454654,-1.6420339,1.2398357,6.267095,-1.8421681,0.70950055,-4.929334,-1.0567845,6.6422033,3.2855318,4.8584256,9.130613,1.3381683,2.6469617,2.1712723,-1.0919747,2.3153193,9.17267,2.899545,-4.139159,-0.44673955,2.4434364,4.7709246,8.047562,8.354439,-4.679278,-4.196913,-1.7752118,1.0048789,8.495148
189,1.2366812,-0.7265155,0.3682648,2.700642,7.318212,-4.148993,2.449226,1.2397683,3.572486,7.6881537,3.7825449,-2.5663562,1.3982772,6.386885,-1.3579804,1.9310015,-4.293487,-1.7477252,6.062481,5.5770993,5.5152445,8.191544,0.56759363,2.5977752,2.2215676,-0.6813795,2.2857952,9.383246,0.15260307,-4.2551646,-0.2447947,2.5773807,6.015305,8.943385,3.3976252,-7.400358,-1.1560073,-2.1639538,0.24022378,8.570299
190,1.2650293,-0.78496474,0.6780202,3.158567,6.7296233,-3.491954,3.6720588,2.7441275,4.2319436,7.81892,1.4444671,-2.8796475,1.193817,6.581256,-0.57017833,2.7331977,-3.7992914,-1.9160813,5.1757383,7.8170094,6.1809306,6.297509,-0.20041333,2.814103,2.4189472,-0.29856026,2.3975143,9.243345,-2.2492456,-3.1299858,-0.5213258,2.6563635,7.2772737,8.162866,-2.3418353,-6.901604,0.19102941,-1.7728237,-0.24873096,8.537703
191,1.4099798,-0.8557876,0.9517792,3.6836665,6.1374607,-2.7373846,4.3154774,4.5248585,5.0210614,7.046334,-0.92663,-2.4238591,0.67636037,6.772009,0.49246228,3.0177975,-3.4809964,-1.7444272,4.1928782,9.695487,6.3727093,3.5148149,-0.6165045,3.1143,2.740159,0.048179295,2.6314921,8.814171,-3.8139522,-1.1130896,-0.7009006,2.6024766,8.283407,5.369337,-6.451452,-4.6641626,-0.27258542,-1.2807783,-0.4692619,8.459672
192,1.5713679,-0.9583089,1.1862342,4.24711,5.559414,-2.072487,4.5464764,6.3785076,5.6110473,5.162904,-2.6938894,-1.3931345,0.21903287,6.893783,1.6904252,2.7148657,-3.3004425,-1.4049832,3.317035,11.007929,5.543467,0.48935005,-0.48026288,3.3267608,3.1234624,0.37277886,2.9497557,8.176488,-4.379697,1.1724732,-0.25567162,2.6380262,8.766698,1.3316042,-7.773767,-2.6220608,-0.93713087,-0.9166419,-0.537807,8.372359
193,1.6786687,-1.0823979,1.3737829,4.8242793,4.9949317,-1.5746694,4.5436788,8.108087,5.45146,2.4498696,-3.3953528,-0.37960443,0.18222389,6.9719477,2.7298653,1.8622849,-3.139578,-1.0478232,2.6746283,11.71607,3.5838993,-1.7819616,-0.041457225,3.5074801,3.4942067,0.6992077,3.3121068,7.427692,-4.138872,3.0900424,0.90498537,2.977934,8.584239,-2.668978,-6.6248403,-1.9573367,-1.2041596,-0.56980866,-0.4619806,8.294811
194,1.6712302,-1.200503,1.5055574,5.3916726,4.4333396,-1.2483307,4.433681,9.477067,4.0883183,-0.16096427,-3.1188164,0.1522266,0.529131,7.073517,3.3073068,0.66174096,-2.841461,-0.77907413,2.2800517,11.924323,1.0257974,-2.6286862,0.19056842,3.759434,3.8483758,1.032156,3.6815226,6.6569347,-3.4555266,4.328252,2.5538878,3.5731974,7.595074,-5.566074,-3.8000336,-2.2173252,-1.2443675,-0.25487775,-0.23791781,8.243326
195,1.5094076,-1.2746326,1.575839,5.9252324,3.8644695,-1.0594381,4.2860346,10.273204,1.6736784,-1.5802897,-2.459063,0.29823437,1.0113925,7.234623,3.277142,-0.56985337,-2.319451,-0.61883765,2.0706823,11.787256,-1.2900236,-1.998617,0.095134616,4.0158277,4.2493596,1.3650664,4.021625,5.9239435,-2.6460872,4.9327116,4.397318,4.118982,5.75044,-6.8829074,-0.4381456,-2.228809,-1.013449,0.023379277,0.111482084,8.224867
196,1.1793679,-1.2617941,1.589303,6.401786,3.286816,-0.9581794,4.133206,10.435994,-0.9571875,-1.3142426,-1.9467382,0.37170717,1.5060678,7.435445,2.667681,-1.5221504,-1.6302096,-0.49574426,1.9889966,11.452714,-2.676001,-0.3384009,0.12255086,4.2306232,4.7260704,1.697947,4.296064,5.255855,-1.8857301,5.120215,6.1634064,4.162358,3.3436472,-6.8989778,2.1672318,-1.4281825,-0.5069286,0.32795933,0.57124084,8.232018
197,0.6881594,-1.1165695,1.5704238,6.8033185,2.7091796,-0.8925345,3.9925976,10.104547,-2.85267,0.31070843,-1.5168563,0.54317045,2.024518,7.608379,1.6173247,-1.9903197,-0.93594664,-0.316017,2.0293386,11.0436735,-2.8998508,1.5952833,0.7387834,4.4901104,5.2006497,2.0150084,4.473331,4.6600084,-1.2264599,5.117367,7.5950217,3.3287973,1.0494182,-6.2878194,3.400038,-0.066592954,-0.007100081,0.6814015,1.1409993,8.237005
198,0.06516992,-0.79637975,1.5732107,7.121015,2.143357,-0.8168241,3.8786924,9.532682,-3.5480814,2.4562268,-0.773703,0.84880185,2.611291,7.6561375,0.32287672,-1.9003565,-0.38685238,-0.038938634,2.2162673,10.646061,-2.2078748,3.1244812,1.9481176,4.8449483,5.526704,2.2681947,4.5405054,4.1443357,-0.65080595,5.0932813,8.47651,1.6348726,-0.3414781,-5.589375,3.509825,1.3740622,0.29816625,1.0437765,1.8149015,8.188126
199,-0.6334578,-0.27825704,1.6860694,7.353794,1.588965,-0.6958272,3.8061483,8.958056,-3.169292,4.3098793,0.40158707,1.1969378,3.2627044,7.4714794,-0.99286354,-1.2884812,-0.012097532,0.3162903,2.5675957,10.310436,-1.078089,3.9988923,3.4234815,5.2498293,5.5625653,2.4083755,4.520086,3.7284758,-0.11863614,5.148844,8.6983,-0.4059799,-0.34839267,-4.9881887,3.0915122,2.6158142,0.47063598,1.3859516,2.575053,8.0151415
200,-1.33126,0.41352752,2.0205336,7.4948688,1.0180122,-0.5029705,3.791625,8.527305,-2.1272783,5.4972396,1.7417543,1.453097,3.8943613,6.9831796,-2.1099691,-0.2911577,0.30210695,0.7158667,3.083631,10.061,0.056370884,4.3463993,4.8642554,5.6265225,5.2189813,2.4300573,4.470428,3.436294,0.4045109,5.3227587,8.2916975,-2.093012,0.8954485,-4.3083405,2.6615322,3.6070342,0.6403731,1.7043031,3.389714,7.641942
201,-1.9519986,1.1854031,2.672613,7.504462,0.3738674,-0.21498592,3.8598282,8.295709,-0.8118296,6.061108,2.8968923,1.5820087,4.4109864,6.2071457,-2.869767,0.8623672,0.7317823,1.1467359,3.7519898,9.893959,0.9238139,4.416222,6.1406736,5.868006,4.478494,2.3920162,4.46239,3.2803779,0.9372519,5.600122,7.398976,-3.0086,2.730275,-3.2464533,2.5057821,4.3905134,0.8637656,2.0036557,4.21075,7.0049086
202,-2.4434564,1.8821845,3.6613524,7.2842345,-0.39991322,0.18506454,4.053772,8.259869,0.50906396,6.193239,3.6715853,1.6448119,4.7752953,5.2376575,-3.2357368,1.9128636,1.396997,1.6197072,4.549081,9.764705,1.3984133,4.411014,7.2381306,5.8195763,3.4122963,2.3987904,4.5527916,3.252831,1.4825987,5.924692,6.2011657,-3.1915553,4.416638,-1.6898284,2.6332715,5.0004625,1.1195787,2.2910447,4.977746,6.071643
